Gender,HasCrCard,IsActiveMember,LogAgeNorm,BalanceNorm,EstimatedSalaryNorm,TenureNorm,NumOfProductsNorm,CreditScoreNorm,geo_France,geo_Germany,geo_Spain
0,1,1,0.44166895074810375,0.0,0.08161539582591953,0.8,0.0,0.7259999999999999,1,0,0
1,1,0,0.270827630984253,0.5034524575296687,0.16139239477234085,1.0,0.0,0.23399999999999999,0,1,0
1,1,0,0.37153950875966535,0.6449416972444869,0.8469644913637723,0.2,0.3333333333333333,0.678,0,1,0
1,1,0,0.3332167721988166,0.4531267256757515,0.1651452339038087,0.0,0.0,0.31999999999999995,0,1,0
1,1,1,0.6957019932087807,0.0,0.7119758003612856,0.7000000000000001,0.0,0.5359999999999999,1,0,0
1,0,0,0.5616533562219526,0.0,0.8609428315404386,1.0,0.3333333333333333,0.248,1,0,0
1,1,1,0.44166895074810375,0.0,0.5806046677750281,0.6000000000000001,0.0,0.8079999999999999,1,0,0
1,0,0,0.6957019932087807,0.0,0.42754139257187806,0.9,0.0,0.7060000000000001,1,0,0
1,0,0,0.313117786802787,0.229804419794507,0.39599041768271037,1.0,0.0,0.666,1,0,0
0,1,0,0.22540210190812004,0.5978100112280649,0.21132863923259815,0.8,0.0,0.4939999999999999,1,0,0
1,1,1,0.1763387928053617,0.0,0.78454850086304,1.0,0.3333333333333333,0.924,1,0,0
0,0,1,0.38983830450530643,0.5507819130867039,0.7325427216148517,0.6000000000000001,0.3333333333333333,0.9640000000000001,0,0,1
1,1,0,0.5337865514035713,0.0,0.527707506683863,0.2,0.3333333333333333,0.31199999999999994,1,0,0
0,1,0,0.48945657960814826,0.0,0.3640305488269576,0.7000000000000001,0.0,0.67,1,0,0
0,1,1,0.6262355736055736,0.4302917969602718,0.03449693259483261,0.5,0.0,0.564,0,1,0
0,0,0,0.248535569419166,0.0,0.4435715569694658,0.4,0.3333333333333333,0.632,1,0,0
0,0,0,0.45801562976297916,0.716970025558983,0.7656193567892282,0.6000000000000001,0.3333333333333333,0.85,0,1,0
0,0,0,0.4739376713272856,0.6456561307421671,0.4508805678908321,0.9,0.0,0.6960000000000001,0,0,1
0,1,0,0.4739376713272856,0.32002559286122906,0.48580330454165477,0.4,0.0,0.614,1,0,0
0,1,0,0.38983830450530643,0.0,0.26762948112991614,0.8,0.3333333333333333,0.7959999999999999,1,0,0
0,1,0,0.6957019932087807,0.4115011796223718,0.7152249889896808,0.6000000000000001,0.3333333333333333,0.584,0,1,0
0,0,0,0.2923373514917884,0.0,0.7366993516681728,0.8,0.3333333333333333,0.9879999999999999,1,0,0
0,0,0,0.5616533562219526,0.0,0.7359124321526439,0.6000000000000001,0.3333333333333333,0.832,1,0,0
0,1,0,0.5337865514035713,0.4742755913367057,0.9075900135816035,0.0,0.0,0.7159999999999999,0,1,0
1,1,0,0.4076066249816783,0.5440301279296307,0.5832577507369773,0.4,0.3333333333333333,0.7099999999999999,0,1,0
0,1,0,0.2923373514917884,0.0,0.5577096574671278,0.9,0.3333333333333333,0.6900000000000001,1,0,0
1,1,0,0.35267758561072293,0.0,0.3393830428925418,0.7000000000000001,0.3333333333333333,0.31399999999999995,0,0,1
0,1,0,0.38983830450530643,0.0,0.9279127391358055,0.5,0.3333333333333333,0.5279999999999999,1,0,0
1,1,1,0.7775519478352502,0.0,0.7415211786112185,0.4,0.3333333333333333,0.386,1,0,0
1,1,1,0.8747711430247391,0.34731571691119695,0.19642504700429508,0.5,0.0,0.42400000000000004,1,0,0
0,1,1,0.7580911344233439,0.4304721490705649,0.11655304137213462,0.8,0.0,0.5139999999999999,0,0,1
0,1,0,0.5045922655349329,0.5990505946059614,0.35812762684855914,0.30000000000000004,0.3333333333333333,0.7179999999999999,1,0,0
1,1,1,0.8909027091630848,0.0,0.8079309520025124,0.5,0.3333333333333333,0.568,1,0,0
0,1,0,0.5883081702640922,0.5073746874677285,0.6233965495512899,0.6000000000000001,0.3333333333333333,0.856,0,0,1
1,1,1,0.7172117137163156,0.3918264583042462,0.6601141571118408,0.6000000000000001,0.0,0.566,0,0,1
1,1,1,0.270827630984253,0.4681822408452771,0.17210263503719492,0.7000000000000001,0.3333333333333333,0.59,0,1,0
0,1,0,0.4076066249816783,0.0,0.902286749389023,1.0,0.3333333333333333,0.5359999999999999,1,0,0
1,0,0,0.42487436222452724,0.4252839868171177,0.9917098036543506,1.0,0.3333333333333333,0.5139999999999999,0,1,0
1,1,0,0.44166895074810375,0.0,0.5564464537766459,0.9,0.0,0.5319999999999999,1,0,0
1,1,0,0.38983830450530643,0.6397632201982885,0.6094339687774711,0.7000000000000001,0.0,0.658,1,0,0
0,0,0,0.638373873924472,0.4322441434289117,0.4416766263591172,0.0,0.6666666666666667,0.5599999999999999,0,1,0
0,0,0,0.45801562976297916,0.0,0.8938466135819938,0.2,0.3333333333333333,0.592,1,0,0
1,0,1,0.35267758561072293,0.3949509938477411,0.5556310672762904,0.2,0.0,0.356,0,1,0
1,0,1,0.44166895074810375,0.0,0.03989845541342241,0.2,0.0,0.852,1,0,0
0,1,1,0.8665433129726314,0.43073807377329976,0.081827422331534,0.30000000000000004,0.3333333333333333,0.6940000000000001,0,1,0
1,1,0,0.5337865514035713,0.39701745039191016,0.9365923678362695,0.6000000000000001,0.3333333333333333,0.578,1,0,0
0,0,1,0.5045922655349329,0.5318198715661806,0.7565184267193021,0.4,0.0,0.602,0,1,0
1,1,0,0.20136121138104612,0.0,0.7634963901211658,0.4,0.3333333333333333,0.666,1,0,0
0,0,1,0.1763387928053617,0.6864617024386277,0.775733091148834,0.5,0.0,0.346,0,0,1
1,1,0,0.7481240183063091,0.0,0.26504694025690423,0.1,0.0,0.9999999999999999,1,0,0
0,1,0,0.4739376713272856,0.3322021702118179,0.0393412229406675,0.5,0.6666666666666667,0.5339999999999999,0,1,0
1,1,0,0.5883081702640922,0.6061302818207983,0.6091140779145877,0.9,0.0,0.59,0,1,0
0,1,0,0.42487436222452724,0.0,0.9280077958513948,0.4,0.0,0.684,1,0,0
1,0,1,0.5045922655349329,0.0,0.5124324928468571,0.2,0.3333333333333333,0.574,1,0,0
1,1,0,0.6262355736055736,0.6593842942367558,0.6037636355731648,0.4,0.0,0.7079999999999999,1,0,0
0,1,1,0.248535569419166,0.44657840958454487,0.5984477638583061,0.9,0.0,0.9580000000000001,0,1,0
0,1,0,0.4739376713272856,0.0,0.7023155865947418,0.30000000000000004,0.6666666666666667,0.4819999999999999,0,0,1
0,0,0,0.4076066249816783,0.0,0.1262723904217451,0.9,0.3333333333333333,0.9999999999999999,1,0,0
1,1,1,0.37153950875966535,0.0,0.43187287695203347,0.1,0.3333333333333333,0.64,1,0,0
1,1,0,0.6502764641326473,0.0,0.8792926799775086,0.30000000000000004,0.0,0.682,1,0,0
1,0,1,0.519363200403419,0.5172487363295593,0.7176703980429925,0.1,0.3333333333333333,0.7979999999999999,1,0,0
0,1,0,0.37153950875966535,0.0,0.5708005681589922,0.8,0.3333333333333333,0.46999999999999986,0,0,1
0,0,1,0.1763387928053617,0.45814920312864876,0.6787959035758686,0.6000000000000001,0.3333333333333333,0.658,1,0,0
1,1,1,0.4076066249816783,0.0,0.8823270404286718,0.30000000000000004,0.3333333333333333,0.674,0,0,1
0,0,1,0.3332167721988166,0.5571968682583435,0.6032274156375402,0.30000000000000004,0.0,0.678,0,0,1
0,0,0,0.5616533562219526,0.0,0.9890889399160009,0.2,0.0,0.392,0,0,1
0,1,1,0.38983830450530643,0.0,0.8766245880604664,0.6000000000000001,0.3333333333333333,0.7219999999999999,1,0,0
1,0,0,0.48945657960814826,0.39570899084963146,0.67295586911931,0.1,0.0,0.43600000000000005,0,1,0
1,1,1,0.5337865514035713,0.0,0.3223194619069468,0.5,0.3333333333333333,0.644,0,0,1
1,1,0,0.2923373514917884,0.0,0.5427633397466599,0.5,0.3333333333333333,0.68,1,0,0
0,1,1,0.7964138709841926,0.0,0.0792393781749881,0.9,0.0,0.42000000000000004,1,0,0
1,0,0,0.1230039393404998,0.5183627743041009,0.6093847894346162,0.5,0.0,0.7679999999999999,1,0,0
1,1,0,0.5883081702640922,0.0,0.24049904375445608,0.2,0.0,0.834,0,0,1
1,1,0,0.270827630984253,0.0,0.3859362688748242,0.8,0.3333333333333333,0.87,1,0,0
1,1,0,0.38983830450530643,0.3987864953455804,0.54735848143795,0.4,0.0,0.7040000000000001,1,0,0
0,0,1,0.638373873924472,0.3498624879926348,0.18309444329959468,0.1,0.0,0.9799999999999999,0,1,0
0,0,0,0.5883081702640922,0.0,0.83330133924406,0.5,0.0,0.632,0,0,1
0,1,1,0.8665433129726314,0.0,0.8066645964314609,0.30000000000000004,0.3333333333333333,0.39,0,0,1
0,1,1,0.3332167721988166,0.0,0.0818364777344402,0.6000000000000001,0.0,0.5579999999999999,1,0,0
1,1,0,0.5616533562219526,0.518819493603957,0.7542815921119337,0.0,0.3333333333333333,0.678,0,1,0
1,1,1,0.638373873924472,0.5400861361678759,0.7624027375933853,0.5,0.6666666666666667,0.842,0,0,1
1,0,1,0.5337865514035713,0.36807916712319333,0.4011035184142619,0.1,0.0,0.394,1,0,0
1,0,1,0.7870554581300722,0.5369299543093374,0.952216840177692,0.7000000000000001,0.3333333333333333,0.662,0,0,1
0,1,1,0.1763387928053617,0.13769662415524964,0.05777497143670768,0.30000000000000004,0.0,0.59,1,0,0
0,1,0,0.638373873924472,0.0,0.8700160951031434,0.30000000000000004,0.0,0.604,1,0,0
1,1,0,0.38983830450530643,0.3539905784057583,0.3425653416110722,0.4,0.3333333333333333,0.824,0,1,0
0,0,0,0.48945657960814826,0.383431854742298,0.8058046833643294,0.7000000000000001,0.0,0.5159999999999999,0,1,0
1,1,0,0.35267758561072293,0.4939798465584174,0.9946151871514141,0.9,0.3333333333333333,0.4959999999999999,0,1,0
1,1,0,0.4739376713272856,0.43067326658405414,0.13578696729403594,0.7000000000000001,0.3333333333333333,0.376,0,1,0
0,1,0,0.2923373514917884,0.0,0.13642699916905415,0.9,0.3333333333333333,0.64,0,0,1
1,1,0,0.313117786802787,0.463516043505951,0.37620146060146786,0.2,0.0,0.358,1,0,0
1,1,0,0.8147126667298337,0.4487712521047889,0.1789836405891575,0.6000000000000001,0.0,0.816,0,1,0
0,1,1,0.4076066249816783,0.39692382672183757,0.008119994794894336,0.30000000000000004,0.0,0.674,1,0,0
1,1,0,0.1763387928053617,0.3815961691856642,0.23054095225916543,0.4,0.0,0.15799999999999992,1,0,0
1,0,1,0.42487436222452724,0.4601948942696217,0.21258168686346707,0.7000000000000001,0.0,0.5199999999999999,0,1,0
0,1,0,0.5045922655349329,0.3685463687666973,0.19101596967830853,0.5,0.0,0.5379999999999999,0,1,0
1,1,0,0.42487436222452724,0.4326304755847285,0.6689876514822569,0.9,0.6666666666666667,0.5499999999999999,1,0,0
1,1,0,0.4739376713272856,0.0,0.3841991324123538,0.4,0.0,0.626,1,0,0
1,1,0,0.38983830450530643,0.0,0.3026518772425568,0.9,0.0,0.7779999999999999,1,0,0
0,0,0,0.4739376713272856,0.0,0.5136745839405081,0.5,0.3333333333333333,0.6900000000000001,0,0,1
1,1,0,0.35267758561072293,0.7094972305289371,0.11149187162520519,0.7000000000000001,0.3333333333333333,0.372,1,0,0
0,1,1,0.5045922655349329,0.435052973101549,0.7442374993039598,0.8,0.6666666666666667,0.682,0,1,0
1,1,1,0.7964138709841926,0.0,0.37267600713965987,0.7000000000000001,0.3333333333333333,0.5299999999999999,1,0,0
0,1,0,0.42487436222452724,0.3345865247519421,0.40979180227882966,0.6000000000000001,0.3333333333333333,0.19599999999999995,1,0,0
0,1,0,0.38983830450530643,0.5158182750614004,0.7686448619568866,1.0,0.0,0.47599999999999987,0,1,0
1,1,0,0.45801562976297916,0.39141696933603604,0.8816670466433798,0.30000000000000004,0.0,0.5139999999999999,0,1,0
0,1,0,0.5337865514035713,0.49956059848841416,0.11947158271982977,0.8,0.3333333333333333,0.5099999999999999,0,1,0
0,1,1,0.38983830450530643,0.0,0.377292761726284,0.1,0.0,0.46999999999999986,1,0,0
1,0,0,0.38983830450530643,0.0,0.03223978586823828,0.9,0.3333333333333333,0.126,1,0,0
1,1,1,0.6734099316436932,0.47276007561476463,0.8630727023278439,0.4,0.3333333333333333,0.43200000000000005,0,1,0
1,1,0,0.270827630984253,0.0,0.6327325198579733,0.8,0.3333333333333333,0.578,0,0,1
1,1,0,0.5616533562219526,0.5222763553122306,0.3697954884782005,0.4,0.0,0.7259999999999999,0,1,0
0,0,1,0.5045922655349329,0.0,0.7380235417461829,0.4,0.3333333333333333,0.36,0,0,1
1,1,1,0.35267758561072293,0.7869203787083434,0.2632602242127765,0.8,0.0,0.65,0,0,1
0,1,0,0.4076066249816783,0.5579120590356029,0.9284177904746869,0.1,0.0,0.44400000000000006,0,1,0
1,1,1,0.38983830450530643,0.0,0.1593100023128799,0.9,0.3333333333333333,0.9500000000000001,1,0,0
0,1,0,0.4076066249816783,0.6635860799099746,0.6763919192386137,0.5,0.0,0.21599999999999997,0,0,1
0,0,1,0.5045922655349329,0.44700575440809454,0.1808685151995938,0.4,0.0,0.40800000000000003,0,0,1
0,1,0,0.3332167721988166,0.42194263017307154,0.7278206041634742,0.6000000000000001,0.3333333333333333,0.642,0,1,0
1,1,1,0.7065511991821452,0.0,0.5721348642667649,0.1,0.3333333333333333,0.23399999999999999,1,0,0
1,0,1,0.4076066249816783,0.5307411865909383,0.61118861568755,0.2,0.0,0.584,1,0,0
0,1,1,0.313117786802787,0.6248420623688287,0.7057117629233483,0.5,0.0,0.2699999999999999,0,1,0
1,1,1,0.44166895074810375,0.6027394628631888,0.6806031818884738,0.8,0.3333333333333333,0.9659999999999999,1,0,0
0,0,1,0.5045922655349329,0.361731091695437,0.8459726996112231,0.4,0.3333333333333333,0.904,0,1,0
1,0,1,0.35267758561072293,0.4817881634730659,0.3942678399066803,0.9,0.3333333333333333,0.92,1,0,0
1,1,1,0.1230039393404998,0.0,0.7219080764538163,0.30000000000000004,0.0,0.9999999999999999,0,0,1
0,1,0,0.4739376713272856,0.6645483829709506,0.07098920570958656,0.5,0.3333333333333333,0.9759999999999999,0,0,1
0,0,0,0.7065511991821452,0.0,0.42033129066457503,0.7000000000000001,0.0,0.5499999999999999,0,0,1
1,1,0,0.37153950875966535,0.3990338069133966,0.1707294157058809,0.5,0.0,0.47399999999999987,1,0,0
1,0,0,0.4739376713272856,0.0,0.5836385779575384,0.5,0.3333333333333333,0.5579999999999999,0,0,1
0,1,0,0.248535569419166,0.0,0.07232660366807847,0.2,0.3333333333333333,0.5199999999999999,1,0,0
1,1,0,0.37153950875966535,0.0,0.9248720248936528,0.6000000000000001,0.3333333333333333,0.20199999999999996,1,0,0
1,1,1,0.7964138709841926,0.46096193876964153,0.6597976182489282,0.5,0.3333333333333333,0.65,0,0,1
1,0,1,0.38983830450530643,0.5892165221345447,0.007361942502994323,0.8,0.3333333333333333,0.7199999999999999,0,1,0
0,1,0,0.5616533562219526,0.38854879285848687,0.2527535554088347,0.1,0.3333333333333333,0.7219999999999999,0,1,0
1,0,1,0.2923373514917884,0.39440662940080573,0.6585050970661646,0.4,0.0,0.5379999999999999,0,1,0
0,1,0,0.38983830450530643,0.0,0.3059884680194438,0.2,0.3333333333333333,0.822,0,0,1
1,1,0,0.38983830450530643,0.6090390723978808,0.09804810039910311,0.9,0.0,0.16599999999999993,0,0,1
1,1,0,0.2923373514917884,0.0,0.06051990920382644,1.0,0.3333333333333333,0.404,1,0,0
0,0,0,0.5337865514035713,0.6110595341718226,0.8528771691629812,0.5,0.0,0.46399999999999986,1,0,0
1,0,0,0.22540210190812004,0.0,0.6076718674196959,0.1,0.3333333333333333,0.32799999999999996,1,0,0
1,1,1,0.44166895074810375,0.0,0.41303433693713354,0.6000000000000001,0.3333333333333333,0.5599999999999999,1,0,0
0,1,1,0.22540210190812004,0.4930665673859853,0.8483286552921803,0.7000000000000001,0.3333333333333333,0.824,0,0,1
0,0,1,0.4739376713272856,0.6841294009053637,0.5038070464742789,0.7000000000000001,0.0,0.874,0,0,1
1,1,0,0.35267758561072293,0.4832271142438749,0.5847471894105618,0.8,0.0,0.646,1,0,0
1,1,0,0.20136121138104612,0.0,0.5970355712736004,0.6000000000000001,0.3333333333333333,0.18999999999999995,1,0,0
0,1,0,0.48945657960814826,0.0,0.05314545923825442,0.7000000000000001,0.3333333333333333,0.584,1,0,0
0,1,1,0.2923373514917884,0.29173008052791477,0.6459805242798116,1.0,0.3333333333333333,0.45799999999999985,1,0,0
0,1,0,0.44166895074810375,0.3231205945011379,0.4047205265021375,0.6000000000000001,0.3333333333333333,0.934,1,0,0
0,1,1,0.45801562976297916,0.476785375289226,0.552239743843164,0.4,0.3333333333333333,0.64,1,0,0
1,1,1,0.0,0.0,0.13617379809663432,0.6000000000000001,0.3333333333333333,0.5319999999999999,1,0,0
1,1,1,0.44166895074810375,0.360436861037882,0.9419418596105368,0.2,0.0,0.32999999999999996,0,1,0
0,1,0,0.35267758561072293,0.0,0.5341268367771631,0.1,0.0,0.5539999999999999,1,0,0
0,1,1,0.45801562976297916,0.0,0.6639917206601319,0.9,0.3333333333333333,0.618,1,0,0
0,1,1,0.5616533562219526,0.4874935875358797,0.09702003700507905,0.2,0.0,0.9999999999999999,0,0,1
0,1,0,0.6734099316436932,0.5000279994160179,0.4183775749801119,0.4,0.0,0.10799999999999998,0,1,0
0,1,0,0.3332167721988166,0.4863405695914226,0.16879356067797846,0.8,0.3333333333333333,0.6920000000000001,0,1,0
0,1,1,0.35267758561072293,0.36684962408442406,0.21765901625204676,1.0,0.0,0.636,0,1,0
0,1,1,0.2923373514917884,0.0,0.49483794505992,0.6000000000000001,0.3333333333333333,0.7319999999999999,1,0,0
0,0,0,0.38983830450530643,0.4000012116473266,0.22987820683210636,0.8,0.0,0.652,1,0,0
1,1,1,0.519363200403419,0.5542908278018379,0.434533914660182,0.7000000000000001,0.0,0.392,0,0,1
0,1,0,0.44166895074810375,0.5312613180913415,0.5557566922304193,0.9,0.0,0.45000000000000007,0,0,1
1,1,0,0.270827630984253,0.4777219308445114,0.6270370716688113,0.8,0.3333333333333333,0.642,0,1,0
1,1,0,0.270827630984253,0.45860297302382813,0.895365019538908,0.2,0.0,0.33399999999999996,1,0,0
0,1,1,0.48945657960814826,0.4163036872859415,0.0032910135832543985,0.7000000000000001,0.0,0.9999999999999999,0,1,0
0,1,1,0.09448883817889175,0.39042345838503595,0.8248731605712548,0.6000000000000001,0.0,0.67,0,1,0
1,0,1,0.42487436222452724,0.0,0.09576668919510822,0.6000000000000001,0.3333333333333333,0.6960000000000001,1,0,0
1,1,0,0.48945657960814826,0.3308742206845816,0.5052999372075349,0.8,0.0,0.7159999999999999,0,0,1
0,1,0,0.270827630984253,0.3664368668569777,0.717386928911135,0.5,0.0,0.7459999999999999,0,1,0
1,1,1,0.1763387928053617,0.0,0.8483224015608914,0.1,0.0,0.368,1,0,0
0,1,1,0.35267758561072293,0.0,0.46560620394158175,0.9,0.3333333333333333,0.618,1,0,0
1,1,1,0.48945657960814826,0.0,0.23912452364703402,0.6000000000000001,0.0,0.676,1,0,0
0,0,0,0.4076066249816783,0.0,0.38296504609475246,0.0,0.3333333333333333,0.654,0,0,1
0,1,1,0.38983830450530643,0.0,0.7013103368124592,0.6000000000000001,0.0,0.29999999999999993,1,0,0
1,1,1,0.313117786802787,0.7021438863882942,0.7610577851274964,0.2,0.3333333333333333,0.604,1,0,0
1,1,1,0.6957019932087807,0.0,0.8475483897467424,0.9,0.3333333333333333,0.7879999999999999,1,0,0
0,0,0,0.4739376713272856,0.0,0.9561552900538106,0.2,0.3333333333333333,0.566,0,0,1
0,1,0,0.519363200403419,0.6548785205977454,0.2421850997397597,0.2,0.0,0.47599999999999987,0,1,0
0,1,1,0.44166895074810375,0.0,0.06926862912756887,1.0,0.3333333333333333,0.7099999999999999,1,0,0
0,0,1,0.270827630984253,0.43490984726109316,0.25425840327631477,0.30000000000000004,0.3333333333333333,0.836,1,0,0
0,1,0,0.45801562976297916,0.19285519471272183,0.9240852054378246,0.2,0.0,0.93,0,0,1
1,0,1,0.20136121138104612,0.0,0.44345658837345303,0.9,0.3333333333333333,0.7919999999999999,1,0,0
1,1,0,0.270827630984253,0.0,0.2014567991992422,0.1,0.0,0.7539999999999999,0,0,1
0,0,0,0.4076066249816783,0.48434151092979627,0.3856718611159348,0.4,0.0,0.372,0,1,0
1,1,1,0.5045922655349329,0.0,0.1133681411013881,0.5,0.3333333333333333,0.7939999999999999,1,0,0
1,1,1,0.270827630984253,0.5526872683646177,0.27043105268758605,0.5,0.0,0.656,0,0,1
1,1,0,0.1763387928053617,0.4626751841753758,0.448490742001215,0.1,0.0,0.42000000000000004,1,0,0
1,1,1,0.3332167721988166,0.0,0.2156608240306579,0.8,0.3333333333333333,0.5139999999999999,1,0,0
0,1,0,0.37153950875966535,0.4883583609584274,0.9814367242215069,0.8,0.0,0.626,0,0,1
0,0,0,0.4076066249816783,0.0,0.6298563537934909,0.4,0.3333333333333333,0.582,1,0,0
1,0,0,0.313117786802787,0.5360633474730716,0.2159311853417341,0.8,0.0,0.584,0,1,0
0,1,1,0.5045922655349329,0.6067944558685162,0.44373235290836277,0.9,0.0,0.7619999999999999,1,0,0
0,1,0,0.4076066249816783,0.32774864886376776,0.4438045459823604,0.1,0.3333333333333333,0.61,0,0,1
0,1,0,0.547878301565027,0.23428540249150565,0.08397435329789515,0.2,0.0,0.7000000000000001,1,0,0
0,1,1,0.42487436222452724,0.6627704898032505,0.11614819982342456,0.8,0.0,0.45200000000000007,0,1,0
0,0,0,0.38983830450530643,0.5065608112042623,0.0019485125800308145,0.8,0.3333333333333333,0.8019999999999999,0,0,1
1,1,0,0.37153950875966535,0.5777753828257521,0.2939492348109499,0.30000000000000004,0.0,0.404,0,1,0
1,1,0,0.45801562976297916,0.4601158581956523,0.6423404024010927,0.9,0.3333333333333333,0.45999999999999985,0,1,0
1,1,0,0.6262355736055736,0.0,0.9242996333762541,0.7000000000000001,0.0,0.5339999999999999,0,0,1
1,1,0,0.519363200403419,0.16529950467139867,0.564784628748743,0.5,0.0,0.614,0,0,1
0,1,0,0.313117786802787,0.7021716267349823,0.48506566442868143,1.0,0.0,0.44000000000000006,1,0,0
0,1,0,0.5337865514035713,0.6060771128229793,0.48939194570440453,0.30000000000000004,0.3333333333333333,0.9899999999999999,0,1,0
0,1,0,0.7276899882802477,0.36540772390893855,0.8157422626209929,0.7000000000000001,0.3333333333333333,0.2919999999999999,0,1,0
1,1,1,0.3332167721988166,0.4138642506206405,0.7510883368561853,0.9,0.0,0.5179999999999999,0,1,0
1,1,1,0.519363200403419,0.310855176298871,0.4893735347194904,0.0,0.3333333333333333,0.82,0,1,0
1,1,0,0.1763387928053617,0.4366647829004996,0.9176728294937175,0.7000000000000001,0.0,0.918,1,0,0
1,1,0,0.38983830450530643,0.0,0.5392559470608139,0.9,0.3333333333333333,0.1519999999999999,1,0,0
1,1,1,0.38983830450530643,0.5298746196114925,0.15865891384094316,0.7000000000000001,0.0,0.7899999999999999,0,0,1
0,0,1,0.38983830450530643,0.4208428210832534,0.37324439626903394,0.30000000000000004,0.0,0.7020000000000001,1,0,0
1,0,0,0.42487436222452724,0.7502689637852564,0.9153883664688538,0.8,0.3333333333333333,0.614,0,0,1
0,1,0,0.42487436222452724,0.5925426136165485,0.2801793690205261,0.5,0.3333333333333333,0.2859999999999999,1,0,0
1,0,1,0.6502764641326473,0.0,0.36769493518307694,0.7000000000000001,0.0,0.5219999999999999,0,0,1
0,1,1,0.35267758561072293,0.4361178277602672,0.6325143396807706,0.4,0.3333333333333333,0.852,0,1,0
1,0,1,0.44166895074810375,0.0,0.9391929694852434,0.2,0.3333333333333333,0.47599999999999987,0,0,1
1,1,1,0.45801562976297916,0.24821627777238162,0.2961302861352226,0.2,0.0,0.7539999999999999,0,0,1
1,0,0,0.45801562976297916,0.5032556445527346,0.07889647358096202,0.9,0.3333333333333333,0.5259999999999999,0,1,0
1,0,1,0.767898769822585,0.0,0.1354642247296849,0.0,0.3333333333333333,0.886,0,0,1
0,1,1,0.547878301565027,0.4193204499882801,0.8178294079162332,0.30000000000000004,0.3333333333333333,0.662,0,1,0
1,1,1,0.6012131550298889,0.0,0.8545287545814211,0.4,0.3333333333333333,0.674,1,0,0
0,1,1,0.4739376713272856,0.3771701091865626,0.7447365970906541,0.6000000000000001,0.3333333333333333,0.61,1,0,0
1,0,0,0.4739376713272856,0.46819770529141935,0.318269045225834,0.5,0.3333333333333333,0.24,0,1,0
0,1,1,0.20136121138104612,0.5652728564015773,0.3690595493801377,0.8,0.0,0.5399999999999999,0,1,0
1,1,0,0.37153950875966535,0.0,0.153664734063579,0.30000000000000004,0.3333333333333333,0.858,0,0,1
0,0,1,0.38983830450530643,0.43668766071515336,0.5651208793726777,0.7000000000000001,0.0,0.856,1,0,0
